HMS,StructuredFormula,Temperature,Pressure,crystal_system
P b n m,La0.3335Tb0.3335Ca0.333Mn1O3,293,0.101325,orthorhombic
P b n m,La0.16675Tb0.50025Ca0.333Mn1O3,293,0.101325,orthorhombic
P 21 c n,Sr1Mn2Si2O10H4,295,0.101325,orthorhombic
P 21 21 21,Ca1Mn1O5Si1H1,300,0.101325,orthorhombic
I m m a,La0.167Nd0.333Sr0.5Mn1O3,293,0.101325,orthorhombic
I m m a,Nd0.25Sm0.25Sr0.5Mn1O3,293,0.101325,orthorhombic
P n m a,La0.25Nd0.25Ca0.5Mn1O3,293,0.101325,orthorhombic
P n m a,Sm0.25Y0.25Ca0.5Mn1O3,293,0.101325,orthorhombic
P n m a,Pr0.5Ca0.5Mn0.95Cr0.05O3,300,0.101325,orthorhombic
I m m a,Pr0.5Sr0.41Ca0.09Mn1O3,300,0.101325,orthorhombic
F m m m,Bi2Sr2Nb2Mn1O11.57,293,0.101325,orthorhombic
P b n m,La0.625Ca0.35Mn1O2.9F0.05,293,0.101325,orthorhombic
P b n m,La0.625Ca0.35Mn1O2.85F0.1,293,0.101325,orthorhombic
P b n m,La0.6Ca0.4Mn1O2.775F0.175,293,0.101325,orthorhombic
P n m a,Ca0.5La0.5Mn0.5Ru0.5O3,293,0.101325,orthorhombic
P n m a,La0.175Pr0.525Ca0.3Mn1O3,293,0.101325,orthorhombic
P b n m,La0.6Sr0.1Ca0.3Mn1O3,293,0.101325,orthorhombic
P b n m,Nd1.33Na0.66Mn0.66Ti1.34O6,293,0.101325,orthorhombic
P b n m,Nd1.33Na0.66Mn0.66Ti1.34O6,293,0.101325,orthorhombic
I m m a,La1Ba1In1Mn1O6,293,0.101325,orthorhombic
I m m a,La1.2Ba0.8In1Mn1O6,293,0.101325,orthorhombic
P n m a,La1.2Sr0.8In1Mn1O6,293,0.101325,orthorhombic
P b n m,Pr1.333Na0.667Mn0.667Ti1.333O6,293,0.101325,orthorhombic
P b n m,Nd1.45Na0.55Mn0.55Ti1.45O6,293,0.101325,orthorhombic
P b n m,La0.6Ba0.1Ca0.3Mn1O3,293,0.101325,orthorhombic
I b m m,Nd0.0625Sm0.4375Sr0.5Mn1O3,300,0.101325,orthorhombic
P n m a,La0.425Pr0.2Ca0.375Mn1O3,293,0.101325,orthorhombic
P n m a,La0.275Pr0.35Ca0.375Mn1O3,293,0.101325,orthorhombic
P n m a,Nd0.7Ba0.1Sr0.2Mn1O3,293,0.101325,orthorhombic
P n m a,Nd0.7Ba0.2Sr0.1Mn1O3,293,0.101325,orthorhombic
P n m a,Nd0.7Ba0.25Sr0.05Mn1O3,293,0.101325,orthorhombic
P c c n,Pr2Ca2Mn1Ni1O8,293,0.101325,orthorhombic
P c c n,Nd2Ca2Mn1Ni1O8,293,0.101325,orthorhombic
P c c n,Sm2Ca2Mn1Ni1O8,293,0.101325,orthorhombic
P c c n,Gd2Ca2Mn1Ni1O8,293,0.101325,orthorhombic
P n m a,La0.18Pr0.42Sr0.4Mn1O3,293,0.101325,orthorhombic
P n m a,La0.06Pr0.54Sr0.4Mn1O3,293,0.101325,orthorhombic
P n m a,Nd0.6Mg0.1Sr0.3Mn1O3,298,0.101325,orthorhombic
P n m a,Nd0.6Mg0.2Sr0.3Mn0.9O3,298,0.101325,orthorhombic
P n m a,Nd0.6Mg0.3Sr0.3Mn0.8O3,298,0.101325,orthorhombic
P n n m,Al1.92Mn0.023Fe0.057O5Si1,293,0.101325,orthorhombic
P n n m,Al1.756Mn0.182Fe0.062O5Si1,293,0.101325,orthorhombic
P n n m,Al1.562Mn0.342Fe0.096O5Si1,293,0.101325,orthorhombic
P n n m,Al1.302Mn0.68Fe0.018O5Si1,293,0.101325,orthorhombic
P c c a,Cs1Mn1Cl3H4O2,293,0.101325,orthorhombic
I m m a,Mn1Cr1F5H4O2,301.64,0.101325,orthorhombic
P b c n,K2Mn1Se1O4F3,293,0.101325,orthorhombic
P n m a,Mg6.48Mn0.52Si8O24H2,293,0.1,orthorhombic
P n m a,Ca2Fe0.78Mn0.65Al0.57O4.95,293,0.101325,orthorhombic
P n m a,Ca2Fe0.59Mn0.57Al0.84O4.97,293,0.101325,orthorhombic
I 2 m b,Ca2Fe0.43Mn0.43Al1.14O4.96,293,0.101325,orthorhombic
I 2 m b,Ca2Fe0.31Mn0.31Al1.38O4.97,293,0.101325,orthorhombic
P m c n,Co0.385Mn0.615Pb2W1O6,293,0.101325,orthorhombic
I m m a,Cs1Mn0.02Mo0.98O2F3,293,0.101325,orthorhombic
P n m a,La0.7Y0.05Ba0.25Mn1O3,293,0.101325,orthorhombic
P m m n Z,Gd2Cu1Zn1Mn4O12,295,0.101325,orthorhombic
P n a m,Pb0.9Sr0.09Mn1B1O4,293,0.101325,orthorhombic
P n a m,Pb0.83Sr0.17Mn1B1O4,293,0.101325,orthorhombic
P n a m,Pb0.7Sr0.3Mn1B1O4,293,0.101325,orthorhombic
P n a m,Pb0.6Sr0.4Mn1B1O4,293,0.101325,orthorhombic
P n a m,Pb0.5Sr0.5Mn1B1O4,293,0.101325,orthorhombic
P n a m,Pb0.4Sr0.6Mn1B1O4,293,0.101325,orthorhombic
P n a m,Pb0.29Sr0.71Mn1B1O4,293,0.101325,orthorhombic
P n a m,Pb0.16Sr0.84Mn1B1O4,293,0.101325,orthorhombic
P n a m,Pb0.08Sr0.92Mn1B1O4,293,0.101325,orthorhombic
P n n m,Ba2Mn1Se2O6Cl2,293,0.101325,orthorhombic
I m m a,Nd2.8Ba1.2Mn3.8Ti0.2O12,293,0.101325,orthorhombic
I m m a,Nd2.8Ba1.2Mn3.4Ti0.6O12,293,0.101325,orthorhombic
I m m a,Nd2.8Ba1.2Mn3Ti1O12,293,0.101325,orthorhombic
P b n m,Pr0.5Sr0.45Na0.05Mn1O3,293,0.101325,orthorhombic
P b n m,Pr0.5Sr0.4Na0.1Mn1O3,293,0.101325,orthorhombic
P b n m,Pr0.5Sr0.35Na0.15Mn1O3,293,0.101325,orthorhombic
P b n m,Pr0.5Sr0.3Na0.2Mn1O3,293,0.101325,orthorhombic
P b n m,Pr0.5Sr0.2Na0.3Mn1O3,293,0.101325,orthorhombic
P b c a,Ca2Mg1.676Mn0.324B4O10,296,0.101325,orthorhombic
P n m a,La0.6Pr0.1Ca0.3Mn1O3,293,0.101325,orthorhombic
P n n m,Ba2Mn1Se2O6Cl2,298,0.101325,orthorhombic
P n m a,La0.7Pr0.3Mn0.8Co0.2O3,293,0.101325,orthorhombic
P n m a,Zn3Mn0.8V1.5Mo1.5O12,300,0.101325,orthorhombic
P c c a,K1.5Na0.5Mn2Mo3O12,296,0.101325,orthorhombic
A 21 a m,La1Bi2Nb1.5Mn0.5O9,295,0.101325,orthorhombic
P n m a,Sm0.5Y0.5Fe0.58Mn0.42O3,298,0.101325,orthorhombic
P m m n Z,Dy2Cu1Zn1Mn4O12,295,0.101325,orthorhombic
P n m a,La0.57Pr0.1Sr0.33Mn1O3,293,0.101325,orthorhombic
P n m a,Sr1.3La0.7Mn1Ir1O6,298,0.101325,orthorhombic
P n m a,La0.556Ca0.444Mn0.581Ru0.419O3,300,0.101325,orthorhombic
P n m a,La0.54Ba0.46Mn0.524Ru0.476O3,300,0.101325,orthorhombic
P n m a,Pr0.625Sr0.178Ca0.197Mn1O3,293,0.101325,orthorhombic
P n m a,Nd0.625Sr0.255Ca0.12Mn1O3,293,0.101325,orthorhombic
P n m a,Sm0.504Nd0.121Sr0.375Mn1O3,293,0.101325,orthorhombic
P b n m,Ca1La1Mn1Fe1O6,293,0.101325,orthorhombic
P n m a,Ca1La1Mn1Sn1O6,293,0.101325,orthorhombic
P n m a,Ca1Sm1Mn1Sn1O6,293,0.101325,orthorhombic
P n m a,Ca1Dy1Mn1Sn1O6,293,0.101325,orthorhombic
P 21 21 21,Ag4Mn2Zr1Mo6O24,293,0.101325,orthorhombic
P n m a,Ca2Mn1Ga0.5Al0.5O5,293,0.101325,orthorhombic
P n m a,Ca0.5La0.5Mn0.5Ti0.5O3,293,0.101325,orthorhombic
P n m a,Ca0.5Nd0.5Mn0.5Ti0.5O3,293,0.101325,orthorhombic
P n m a,Ca0.5Eu0.5Mn0.5Ti0.5O3,293,0.101325,orthorhombic
P n m a,Ca0.67Y0.33Mn0.33Ti0.67O3,293,0.101325,orthorhombic
P n m a,Ca0.67Gd0.33Mn0.33Ti0.67O3,293,0.101325,orthorhombic
P n m a,Ca0.67Dy0.33Mn0.33Ti0.67O3,293,0.101325,orthorhombic
P n m a,Ca0.67Ho0.33Mn0.33Ti0.67O3,293,0.101325,orthorhombic
P n m a,Ca0.67Yb0.33Mn0.33Ti0.67O3,293,0.101325,orthorhombic
P n m a,Ca1.5La0.5Mn1Ir1O6,293,0.101325,orthorhombic
P n m a,Ca1.7La0.3Mn1Ir1O6,293,0.101325,orthorhombic
P n m a,Ca1.9La0.1Mn1Ir1O6,293,0.101325,orthorhombic
I m m a,La0.4Ce0.3Ba0.3Mn1O3,293,0.101325,orthorhombic
P b n m,Pr0.5Bi0.1Sr0.4Mn1O3,293,0.101325,orthorhombic
P b n m,Pr0.4Bi0.2Sr0.4Mn1O3,293,0.101325,orthorhombic
P b n m,Pr0.3Bi0.3Sr0.4Mn1O3,293,0.101325,orthorhombic
P b n m,Pr0.2Bi0.4Sr0.4Mn1O3,293,0.101325,orthorhombic
P b n m,Pr0.6Sr0.4Mn0.95Bi0.05O3,300,0.101325,orthorhombic
P b n m,Pr0.6Sr0.4Mn0.9Bi0.1O3,300,0.101325,orthorhombic
P b n m,Pr0.9Na0.08K0.02Mn1O3,293,0.101325,orthorhombic
P b n m,Pr0.9Na0.06K0.04Mn1O3,293,0.101325,orthorhombic
P b n m,Pr0.9Na0.04K0.06Mn1O3,293,0.101325,orthorhombic
P b n m,Pr0.9Na0.02K0.08Mn1O3,293,0.101325,orthorhombic
P n m a,La0.604Ca0.396Mn0.9Co0.1O3,293,0.101325,orthorhombic
P n m a,La0.65Ca0.35Mn0.3Co0.7O3,293,0.101325,orthorhombic
P n m a,La0.6Ca0.4Mn0.1Co0.9O3,293,0.101325,orthorhombic
P n m a,Sr0.5Ca0.5Mn0.5Ru0.5O3,298,0.101325,orthorhombic
P m c 21,Ba6Mn4Si12O34Cl3,295,0.101325,orthorhombic
P b c n,Fe0.263Nb0.633Mn0.07Ta0.034O2,293,0.101325,orthorhombic
P b c n,Fe0.264Nb0.633Mn0.07Ta0.034O2,293,0.101325,orthorhombic
P b c n,Fe0.264Mn0.07Nb0.633Ta0.033O2,293,0.101325,orthorhombic
P b c n,Fe0.264Mn0.07Nb0.633Ta0.034O2,293,0.101325,orthorhombic
P b c n,Fe0.79Mn0.209Nb1.901Ta0.1O6,293,0.101325,orthorhombic
P b c n,Fe0.791Mn0.209Nb1.9Ta0.1O6,293,0.101325,orthorhombic
P b c n,Fe0.791Mn0.209Nb1.898Ta0.102O6,293,0.101325,orthorhombic
P m n 21,Li2Cd0.99Mn0.01Ge1O4,300,0.101325,orthorhombic
P m n 21,Li2Cd0.85Mn0.15Ge1O4,300,0.101325,orthorhombic
P m n 21,Li2Cd0.9Mn0.1Ge1O4,300,0.101325,orthorhombic
P m n 21,Li2Cd0.8Mn0.2Ge1O4,300,0.101325,orthorhombic
P m n 21,Li2Cd0.98Mn0.02Ge1O4,300,0.101325,orthorhombic
P m n 21,Li2Cd0.75Mn0.25Ge1O4,300,0.101325,orthorhombic
P m n 21,Li2Cd0.7Mn0.3Ge1O4,300,0.101325,orthorhombic
P m n 21,Li2Cd0.95Mn0.05Ge1O4,300,0.101325,orthorhombic
A 21 a m,Sr2.9La0.1Sn1.9Mn0.1O7,293,0.101325,orthorhombic
P n m a,La1Sr1Mn1Sn1O6,293,0.101325,orthorhombic
I m m a,La1Ba1Mn1Sn1O6,293,0.101325,orthorhombic
P n m a,Mg6.3Mn0.7Si8O24H2,298,0.101325,orthorhombic
P n m a,Mg6.3Mn0.7Si8O24H2,303,0.101325,orthorhombic
I m m a,Bi0.77Sm0.23Fe0.65Mn0.35O3,293,0.101325,orthorhombic
I m m a,Bi0.93Sm0.07Fe0.76Mn0.24O3,293,0.101325,orthorhombic
P m n 21,Li1.98Fe0.82Mn0.2Si1O4,298,0.101325,orthorhombic
P m n b,Li2Fe0.79Mn0.21Si1O4,298,0.101325,orthorhombic
P m n 21,Li2Fe0.53Mn0.47Si1O4,298,0.101325,orthorhombic
P m n b,Li1.86Fe0.58Mn0.56Si1O4,298,0.101325,orthorhombic
B m a b,Sm1.5Sr0.5Ni0.97Mn0.03O4,293,0.101325,orthorhombic
B m a b,Sm1.5Sr0.5Ni0.95Mn0.05O4,293,0.101325,orthorhombic
B m a b,Sm1.5Sr0.5Ni0.9Mn0.1O4,293,0.101325,orthorhombic
P c m 21,Ca2.5Sr0.5Ga1Mn2O8,275,0.101325,orthorhombic
P n m a,La0.7Ca0.3Mn0.85Cr0.15O3,293,0.101325,orthorhombic
P n m a,La0.7Ca0.3Mn0.5Cr0.5O3,293,0.101325,orthorhombic
P n m a,La0.7Ca0.3Mn0.3Cr0.7O3,293,0.101325,orthorhombic
I m m a,Bi0.82La0.18Fe0.6Mn0.4O3,293,0.101325,orthorhombic
P n m a,Bi0.6La0.4Fe0.6Mn0.4O3,293,0.101325,orthorhombic
P b n m,La0.5Sr0.5Mn0.5Ti0.5O3,298,0.101325,orthorhombic
P b n m,La0.5Sr0.5Mn0.5Ti0.5O2.85,298,0.101325,orthorhombic
P n m a,Pr0.6Sr0.4Mn0.92Ti0.1O3,293,0.101325,orthorhombic
P n m a,Pr0.6Sr0.4Mn0.8Ti0.2O3,293,0.101325,orthorhombic
P n m a,Pr0.6Sr0.4Mn0.7Ti0.3O3,293,0.101325,orthorhombic
P n m a,Pr0.6Sr0.4Mn0.6Ti0.4O3,293,0.101325,orthorhombic
P c m 21,Ca2.5Sr0.5Ga1Mn2O8,290,0.101325,orthorhombic
P b n m,Sr0.5Ca0.5Ti0.5Mn0.5O3,293,0.101325,orthorhombic
P b n m,Sr0.4Ca0.6Ti0.5Mn0.5O3,293,0.101325,orthorhombic
P b n m,Sr0.3Ca0.7Ti0.5Mn0.5O3,293,0.101325,orthorhombic
P b n m,Sr0.2Ca0.8Ti0.5Mn0.5O3,293,0.101325,orthorhombic
P b n m,Sr0.1Ca0.9Ti0.5Mn0.5O3,293,0.101325,orthorhombic
P b n m,La0.95Sr0.05Ga0.95Mn0.05O3,303,0.101325,orthorhombic
P b n m,Pr0.6Ca0.1Sr0.3Mn1O3,293,0.101325,orthorhombic
P n m a,Pr0.5Ca0.5Mn0.97Ga0.03O3,300,0.101325,orthorhombic
P n m a,La0.6Pr0.1Ba0.3Mn1O3,293,0.101325,orthorhombic
P n m a,Ca1Sr1Ti1Mn1O6,293,0.101325,orthorhombic
P m m m,Y1.14Ba1.86Fe1.96Mn1.04O8,293,0.101325,orthorhombic
P 21 n m,Bi0.6Ca0.4Mn0.9Ru0.1O3,300,0.101325,orthorhombic
P 21 n m,Bi0.6Ca0.4Mn0.8Ru0.2O3,300,0.101325,orthorhombic
C m c m,Bi9Mn0.8Pb0.2O12Cl5,293,0.101325,orthorhombic
P b c a,Mg1.562Mn0.175Co0.263Si2O6,293,0.101325,orthorhombic
P n n m,Mg1.423Mn1.306Fe0.22O5B1,293,0.101325,orthorhombic
P b c m,Cs1Mn1V3O10H2,293,0.101325,orthorhombic
P n m a,K2Mn3Mo3O14H2,298,0.101325,orthorhombic
P n m a,Rb2Mn3Mo3O14H2,298,0.101325,orthorhombic
F m m m,Mn1V2F8H4O2,299.6,0.101325,orthorhombic
P n m a,La0.67Sr0.22Ba0.11Mn1O3,293,0.101325,orthorhombic
P n m a,La1.9Bi0.1Co1Mn1O6,293,0.101325,orthorhombic
P n m a,La1.8Bi0.2Co1Mn1O6,293,0.101325,orthorhombic
P n m a,La1.7Bi0.3Co1Mn1O6,293,0.101325,orthorhombic
P 2 a n,Bi6Mn1Ti2O14Cl1,293,0.101325,orthorhombic
B 2 c b,Ce1.56La0.44Mn1O2Se2,293,0.101325,orthorhombic
B m a b,Ce1.56La0.44Mn1O2Se2,293,0.101325,orthorhombic
P c c a,Cs1Mn1Cl3H4O2,293,0.101325,orthorhombic
I m m a,Mn1Ga1F5H4O2,293,0.101325,orthorhombic
I b m 2,Ca2Fe0.9Mn0.1Al1O5,293,0.101325,orthorhombic
I b m 2,Ca2Fe0.8Mn0.2Al1O5,293,0.101325,orthorhombic
I b m 2,Ca2Fe0.7Mn0.3Al1O5,293,0.101325,orthorhombic
I b m 2,Ca2Fe0.5Mn0.5Al1O5,293,0.101325,orthorhombic
I b m 2,Ca2Fe0.3Mn0.7Al1O5,293,0.101325,orthorhombic
P b n m,Ca0.5La0.5Ti0.5Mn0.5O3,293,0.101325,orthorhombic
P m c 21,Mn1Mo1O7Se1H2,293,0.101325,orthorhombic
B m a b,Ce2O2Zn0.167Mn0.833Se2,293,0.101325,orthorhombic
I m c b,La2O2Zn0.1Mn0.9Se2,293,0.101325,orthorhombic
P n m a,La0.67Ca0.33Mn0.8Cr0.2O3,293,0.101325,orthorhombic
P n m a,Y0.25Mn0.75Al0.25Ti0.75O3,293,0.101325,orthorhombic
C m m m,Ba7Mn8O10V2F23,298,0.101325,orthorhombic
P b n m,Pr0.5Ce0.1Sr0.4Mn1O3,293,0.101325,orthorhombic
P b n m,Pr0.5Eu0.1Sr0.4Mn1O3,293,0.101325,orthorhombic
P b n m,Pr0.5Y0.1Sr0.4Mn1O3,293,0.101325,orthorhombic
P n m a,La2.03Co0.98Mn0.88Ru0.11O6,293,0.101325,orthorhombic
P n m a,La1.98Co1Mn0.82Ru0.2O6,293,0.101325,orthorhombic
P n m a,La2.02Co0.98Mn0.72Ru0.28O6,293,0.101325,orthorhombic
P n m a,Bi0.1La0.9Fe0.5Mn0.5O3,300,0.101325,orthorhombic
P n m a,Bi0.5La0.5Fe0.5Mn0.5O3,300,0.101325,orthorhombic
P n m a,Bi0.1Nd0.9Fe0.5Mn0.5O3,300,0.101325,orthorhombic
P n m a,Bi0.3Nd0.7Fe0.5Mn0.5O3,300,0.101325,orthorhombic
P n m a,Bi0.5Nd0.5Fe0.5Mn0.5O3,300,0.101325,orthorhombic
A m m a,Ca4Fe2Mn0.5Ti0.5O9,298,0.101325,orthorhombic
I c m m,Ca1Sr1Fe1.5Mn0.48O5,300,0.101325,orthorhombic
I c m m,Ca1Sr1Fe1.37Mn0.63O5,300,0.101325,orthorhombic
P n m a,Ca0.75Y0.25Co0.14Mn0.86O2.92,293,0.101325,orthorhombic
A 21 a m,Pb0.8Bi4.2Ti3.8Mn0.2O15,293,0.101325,orthorhombic
A 21 a m,Pb0.6Bi4.4Ti3.6Mn0.4O15,293,0.101325,orthorhombic
A 21 a m,Pb0.4Bi4.6Ti3.4Mn0.6O15,293,0.101325,orthorhombic
P n m a,Ba1Ca0.6Mn0.4V2O7,293,0.101325,orthorhombic
C m m 2,Cs2Cl2Mn1V2O6,293,0.101325,orthorhombic
C m m 2,Cs2Br2Mn1V2O6,293,0.101325,orthorhombic
C m m 2,Rb2Cl2Mn1V2O6,293,0.101325,orthorhombic
P m a 2,Cs1Cl1Mn2V2O7,293,0.101325,orthorhombic
P n a m,Pb1Al0.9Mn0.1B1O4,298,0.101325,orthorhombic
P n a m,Pb1Al0.8Mn0.2B1O4,298,0.101325,orthorhombic
P n a m,Pb1Al0.7Mn0.3B1O4,298,0.101325,orthorhombic
P n a m,Pb1Al0.6Mn0.4B1O4,298,0.101325,orthorhombic
P n a m,Pb1Al0.5Mn0.5B1O4,298,0.101325,orthorhombic
P n a m,Pb1Al0.4Mn0.6B1O4,298,0.101325,orthorhombic
P n a m,Pb1Al0.3Mn0.7B1O4,298,0.101325,orthorhombic
P n a m,Pb1Al0.2Mn0.8B1O4,298,0.101325,orthorhombic
P n a m,Pb1Al0.1Mn0.9B1O4,298,0.101325,orthorhombic
P n m a,Pb1.262Ba0.738Fe1.026Mn0.974O5,293,0.101325,orthorhombic
P b c n,Cs2Mn2V2O7F2,293,0.101325,orthorhombic
P b c n,Rb2Mn2V2O7F2,293,0.101325,orthorhombic
C m m 2,Cs3Mn1V4O12Cl1,298,0.101325,orthorhombic
P b c a,Cs2Mn1V3O9F1,298,0.101325,orthorhombic
P n a m,Pb1Al0.52Mn0.48B1O4,298,0.101325,orthorhombic
P c c a,Cs1Mn1Cl3H4O2,300,0.101325,orthorhombic
C m m m,Cs2Mn1F5H2O1,293,0.101325,orthorhombic
P b n m,La0.67Ba0.33Mn0.85Fe0.15O3,293,0.101325,orthorhombic
P b a m,Ca2Mn2O13H6B4,293,0.101325,orthorhombic
P n m a,La0.25Pr0.375Ca0.375Mn1O3,293,0.101325,orthorhombic
P n m a,La0.2668Pr0.4002Ca0.333Mn1O3,293,0.101325,orthorhombic
P n m a,La0.665Pr0.035Ba0.3Mn1O3,293,0.101325,orthorhombic
P n m a,La0.595Pr0.105Ba0.3Mn1O3,293,0.101325,orthorhombic
P n m a,La0.65Ca0.35Mn0.95Ni0.05O3,293,0.101325,orthorhombic
P n m a,La0.65Ca0.35Mn0.9Ni0.1O3,293,0.101325,orthorhombic
P n m a,La0.65Ca0.35Mn0.85Ni0.15O3,293,0.101325,orthorhombic
P m m m,Nd1Ba1Mn1.8Ti0.2O6,293,0.101325,orthorhombic
P b n m,La0.67Ca0.29Sr0.04Mn1O3,293,0.101325,orthorhombic
P n n m,Mg2Mn5O15H8Si2,293,0.101325,orthorhombic
P n m a,La0.95Ba0.05Mn0.95Ti0.05O3,293,0.101325,orthorhombic
P n m a,La0.9Ba0.1Mn0.9Ti0.1O3,293,0.101325,orthorhombic
P n m a,La0.875Ba0.125Mn0.875Ti0.125O3,293,0.101325,orthorhombic
A m a m,La0.866Ca1.754Sr0.38Mn2.126O6.393,293,0.101325,orthorhombic
P b n m,Sm0.32Pr0.18Sr0.5Mn1O3,300,0.101325,orthorhombic
I m m 2,K2Mn2Zn4Si4O15,293,0.101325,orthorhombic
P c c a,Rb1Mn1Cl3H4O2,293,0.101325,orthorhombic
P n m a,Pr0.75Na0.25Mn0.75Ni0.25O3,293,0.101325,orthorhombic
P n m a,Pr0.999975Na0.333325Mn0.66665Ni0.66665O4,293,0.101325,orthorhombic
P n m a,Bi0.85Ca0.15Fe0.5Mn0.5O3,300,0.101325,orthorhombic
P m n 21,Li1.976Mg1Mn0.006Ge1.018O4,293,0.101325,orthorhombic
P m n 21,Li1.978Mg1Mn0.022Ge1O4,293,0.101325,orthorhombic
P m n 21,Li1.976Mg1Mn0.024Ge1O4,293,0.101325,orthorhombic
C c c a Z,Mn1Al2Si2O10H4,293,0.101325,orthorhombic
P b n m,Fe1.84Mg0.08Mn0.08Si1O4,293,0.101325,orthorhombic
P n n m,Mg3.44Mn10.56O31.29Si5.32H13.33,293,0.101325,orthorhombic
P n m a,Bi0.85Ca0.15Fe0.55Mn0.45O3,300,0.101325,orthorhombic
P n m a,La0.53Ca0.47Mn0.5Cr0.5O3,293,0.101325,orthorhombic
P n m a,Pr0.45Ca0.55Mn0.95V0.05O3,293,0.101325,orthorhombic
P n m a,Pr0.45Ca0.55Mn0.9V0.1O3,293,0.101325,orthorhombic
P n m a,Pr0.7Ca0.3Mn0.9Fe0.1O3,293,0.101325,orthorhombic
P n m a,La0.66Ca0.33Y0.01Mn1O3,298,0.101325,orthorhombic
P n m a,La0.65Ca0.33Y0.02Mn1O3,298,0.101325,orthorhombic
P n m a,La0.64Ca0.33Y0.03Mn1O3,298,0.101325,orthorhombic
P n m a,La0.62Ca0.33Y0.05Mn1O3,298,0.101325,orthorhombic
P n m a,La0.59Ca0.33Y0.08Mn1O3,298,0.101325,orthorhombic
P n m a,La0.57Ca0.33Y0.1Mn1O3,298,0.101325,orthorhombic
P n m a,La0.52Ca0.33Y0.15Mn1O3,298,0.101325,orthorhombic
P n m a,La0.47Ca0.33Y0.2Mn1O3,298,0.101325,orthorhombic
P n m a,La0.42Ca0.33Y0.25Mn1O3,298,0.101325,orthorhombic
P n m a,La0.37Ca0.33Y0.3Mn1O3,298,0.101325,orthorhombic
P b n m,La0.57Nd0.1Ca0.33Mn1O3,293,0.101325,orthorhombic
P b n m,La0.47Nd0.2Ca0.33Mn1O3,293,0.101325,orthorhombic
P b n m,La0.335Nd0.335Ca0.33Mn1O3,293,0.101325,orthorhombic
P b n m,La0.17Nd0.5Ca0.33Mn1O3,293,0.101325,orthorhombic
P b a m,Mn1H12O6Zn1Br4,293,0.101325,orthorhombic
P n m a,Nd0.25Sm0.25Sr0.5Mn1O3,293,0.101325,orthorhombic
C m m 2,Cs2Mn1F5H2O1,293,0.101325,orthorhombic
P n m a,La2Cu0.5Zn0.5Mn1O6,293,0.101325,orthorhombic
C m c m,Sr1Mn2Si2O10H4,293,0.101325,orthorhombic
P n c a,Na7Mn1H40I3O36,293,0.101325,orthorhombic
P n m a,Nd0.7Sr0.08Ca0.22Mn1O3,293,0.101325,orthorhombic
P n m a,Sr1La1Mn1Ru1O6,305,0.101325,orthorhombic
I b m m,La1.33Na0.66Mn0.66Ti1.34O6,300,0.101325,orthorhombic
P b n m,La0.325Sr0.65Mn1O2.375F0.575,293,0.101325,orthorhombic
P b n m,La0.275Sr0.65Mn1O2.325F0.625,293,0.101325,orthorhombic
P b n m,La0.275Sr0.7Mn1O2.175F0.775,293,0.101325,orthorhombic
P b n m,La0.325Sr0.65Mn1O2F0.95,293,0.101325,orthorhombic
P n m a,La0.184Pr0.734Na0.082Mn1O3,293,0.101325,orthorhombic
P b n m,Nd0.5Ca0.5Mn0.97Ru0.03O3,300,0.101325,orthorhombic
P b n m,Nd0.5Ca0.5Mn0.97Cr0.03O3,300,0.101325,orthorhombic
P b n m,La0.667Ba0.041625Ca0.291375Mn1O3,293,0.101325,orthorhombic
P b n m,La0.667Ba0.08325Ca0.24975Mn1O3,293,0.101325,orthorhombic
C m c m,Rb2Mn1F5H2O1,293,0.101325,orthorhombic
C c c a Z,Mn1Al2Si2O10H4,293,0.101325,orthorhombic
A 21 a m,Bi2La1Nb1.5Mn0.5O9,300,0.101325,orthorhombic
P n m a,Mg6.48Mn0.52Si8O24H2,293,0.1,orthorhombic
P n m a,La0.67Ca0.33Mn0.99Sn0.01O3,293,0.101325,orthorhombic
P b n 21,Li2Co0.9375Mn0.0625Si1O4,293,0.101325,orthorhombic
P n m a,Nd0.75Ba0.25Mn0.5Fe0.5O3,293,0.101325,orthorhombic
C m c m,K0.25Mn0.95Ir0.02O2.68H1.36,293,0.101325,orthorhombic
C m c m,K0.26Mn0.9Ir0.06O2.71H1.42,293,0.101325,orthorhombic
P n m a,La0.9Pr0.1Mn0.8Co0.2O3,293,0.101325,orthorhombic
P b n m,Nd0.67Sr0.33Mn0.9Cr0.1O3,293,0.101325,orthorhombic
P b n m,Nd0.67Sr0.33Mn0.9Fe0.1O3,293,0.101325,orthorhombic
P b n m,Nd0.67Sr0.33Mn0.9Ni0.1O3,293,0.101325,orthorhombic
P n m a,Pr0.67Ba0.33Mn0.9Ru0.1O3,293,0.101325,orthorhombic
P b n m,La0.5Pr0.2Ca0.3Mn1O3,293,0.101325,orthorhombic
P b n m,La0.4Pr0.3Ca0.3Mn1O3,293,0.101325,orthorhombic
P b n m,La0.3Pr0.4Ca0.3Mn1O3,293,0.101325,orthorhombic
P b n m,La0.2Pr0.5Ca0.3Mn1O3,293,0.101325,orthorhombic
P n m a,Sm0.592Sr0.408Mn0.912Ti0.133O2.546,293,0.101325,orthorhombic
P n m a,Sm0.553Sr0.403Mn0.855Ti0.152O3.096,293,0.101325,orthorhombic
P b n m,La1.75Ca0.25Mn1Ti1O6,293,0.101325,orthorhombic
P b a m,Ni1Cu1Mn1B1O5,295,0.101325,orthorhombic
